WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,FavRank,FavOdd,GapRank,GapOdd,TotalSets,TotalWgames,TotalLgames,TotalGames,SumOdd,SumRank,Month
47,Guangzhou,Guangzhou Open,2017-09-23,International,Outdoor,Hard,The Final,3,Zhang S.,Krunic A.,30.0,65.0,1635.0,887.0,6.0,2.0,3.0,6.0,6.0,2.0,2.0,1.0,Completed,1.57,2.37,0.0,0.0,35.0,0.8,3.0,15.0,10.0,25.0,3.94,95.0,9
48,Seoul,Korea Open,2017-09-18,International,Outdoor,Hard,1st Round,3,Alexandrova E.,Arruabarrena L.,75.0,61.0,796.0,964.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.83,1.83,1.0,0.5,14.0,0.0,2.0,13.0,8.0,21.0,3.66,136.0,9
48,Seoul,Korea Open,2017-09-18,International,Outdoor,Hard,1st Round,3,Cirstea S.,Eguchi M.,52.0,490.0,1107.0,60.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.08,8.0,0.0,0.0,438.0,6.92,2.0,12.0,4.0,16.0,9.08,542.0,9
48,Seoul,Korea Open,2017-09-18,International,Outdoor,Hard,1st Round,3,Begu I.,Wongteanchai V.,55.0,279.0,1078.0,177.0,2.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,1.12,6.0,0.0,0.0,224.0,4.88,3.0,14.0,12.0,26.0,7.12,334.0,9
48,Seoul,Korea Open,2017-09-18,International,Outdoor,Hard,1st Round,3,Haddad Maia B.,Zavatska K.,71.0,251.0,824.0,209.0,4.0,6.0,6.0,3.0,6.0,1.0,2.0,1.0,Completed,1.28,3.5,0.0,0.0,180.0,2.22,3.0,16.0,10.0,26.0,4.78,322.0,9
48,Seoul,Korea Open,2017-09-19,International,Outdoor,Hard,1st Round,3,Cepede Royg V.,Plipuech P.,77.0,789.0,793.0,19.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.16,5.0,0.0,0.0,712.0,3.84,2.0,12.0,5.0,17.0,6.16,866.0,9
48,Seoul,Korea Open,2017-09-19,International,Outdoor,Hard,1st Round,3,Han N.L.,Pliskova Kr.,274.0,42.0,182.0,1253.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,8.0,1.08,1.0,1.0,232.0,6.92,2.0,12.0,8.0,20.0,9.08,316.0,9
48,Seoul,Korea Open,2017-09-19,International,Outdoor,Hard,1st Round,3,Hibino N.,Chang K.C.,72.0,120.0,822.0,521.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.53,2.37,0.0,0.0,48.0,0.8400000000000001,2.0,12.0,6.0,18.0,3.9,192.0,9
48,Seoul,Korea Open,2017-09-19,International,Outdoor,Hard,1st Round,3,Gibbs N.,Jang S.J.,121.0,145.0,519.0,391.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.4,2.75,0.0,0.0,24.0,1.35,2.0,13.0,8.0,21.0,4.15,266.0,9
48,Seoul,Korea Open,2017-09-19,International,Outdoor,Hard,1st Round,3,Hogenkamp R.,Bertens K.,119.0,29.0,524.0,1670.0,5.0,7.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,4.33,1.2,1.0,1.0,90.0,3.13,3.0,17.0,14.0,31.0,5.53,148.0,9
48,Seoul,Korea Open,2017-09-19,International,Outdoor,Hard,1st Round,3,Rus A.,Mchale C.,143.0,81.0,396.0,770.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,4.5,1.18,1.0,1.0,62.0,3.3200000000000003,2.0,12.0,7.0,19.0,5.68,224.0,9
48,Seoul,Korea Open,2017-09-20,International,Outdoor,Hard,1st Round,3,Ahn K.,Maria T.,124.0,54.0,493.0,1094.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,2.5,1.5,1.0,1.0,70.0,1.0,2.0,14.0,10.0,24.0,4.0,178.0,9
48,Seoul,Korea Open,2017-09-20,International,Outdoor,Hard,2nd Round,3,Hogenkamp R.,Allertova D.,119.0,95.0,524.0,661.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,2.25,1.57,1.0,1.0,24.0,0.6799999999999999,2.0,12.0,8.0,20.0,3.82,214.0,9
48,Seoul,Korea Open,2017-09-21,International,Outdoor,Hard,2nd Round,3,Hon P.,Rus A.,308.0,143.0,149.0,396.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,2.1,1.66,1.0,1.0,165.0,0.4400000000000001,2.0,13.0,9.0,22.0,3.76,451.0,9
48,Seoul,Korea Open,2017-09-21,International,Outdoor,Hard,2nd Round,3,Cirstea S.,Gibbs N.,52.0,121.0,1107.0,519.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.5,2.5,0.0,0.0,69.0,1.0,2.0,12.0,6.0,18.0,4.0,173.0,9
48,Seoul,Korea Open,2017-09-22,International,Outdoor,Hard,Quarterfinals,3,Hogenkamp R.,Hon P.,119.0,308.0,524.0,149.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.57,2.37,0.0,0.0,189.0,0.8,2.0,12.0,7.0,19.0,3.94,427.0,9
48,Seoul,Korea Open,2017-09-22,International,Outdoor,Hard,Quarterfinals,3,Haddad Maia B.,Sorribes Tormo S.,71.0,93.0,824.0,677.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.4,3.0,0.0,0.0,22.0,1.6,2.0,12.0,8.0,20.0,4.4,164.0,9
48,Seoul,Korea Open,2017-09-23,International,Outdoor,Hard,Semifinals,3,Ostapenko J.,Kumkhum L.,10.0,155.0,3502.0,363.0,3.0,6.0,6.0,1.0,6.0,3.0,2.0,1.0,Completed,1.3,3.5,0.0,0.0,145.0,2.2,3.0,15.0,10.0,25.0,4.8,165.0,9
48,Seoul,Korea Open,2017-09-23,International,Outdoor,Hard,Semifinals,3,Haddad Maia B.,Hogenkamp R.,71.0,119.0,824.0,524.0,6.0,1.0,7.0,6.0,,,2.0,0.0,Completed,1.53,2.5,0.0,0.0,48.0,0.97,2.0,13.0,7.0,20.0,4.03,190.0,9
48,Seoul,Korea Open,2017-09-24,International,Outdoor,Hard,The Final,3,Ostapenko J.,Haddad Maia B.,10.0,71.0,3502.0,824.0,6.0,7.0,6.0,1.0,6.0,4.0,2.0,1.0,Completed,1.36,3.25,0.0,0.0,61.0,1.89,3.0,18.0,12.0,30.0,4.61,81.0,9
49,Tokyo,Toray Pan Pacific Open,2017-09-18,Premier,Outdoor,Hard,1st Round,3,Nara K.,Putintseva Y.,114.0,48.0,550.0,1145.0,2.0,6.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,1.72,2.0,1.0,0.0,66.0,0.28,3.0,14.0,12.0,26.0,3.72,162.0,9
49,Tokyo,Toray Pan Pacific Open,2017-09-18,Premier,Outdoor,Hard,1st Round,3,Wang Q.,Mladenovic K.,57.0,15.0,1040.0,3095.0,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.61,2.2,1.0,0.0,42.0,0.5900000000000001,2.0,12.0,0.0,12.0,3.810000000000001,72.0,9
49,Tokyo,Toray Pan Pacific Open,2017-09-19,Premier,Outdoor,Hard,1st Round,3,Kasatkina D.,Brengle M.,32.0,86.0,1625.0,759.0,3.0,6.0,6.0,2.0,6.0,4.0,2.0,1.0,Completed,1.36,3.0,0.0,0.0,54.0,1.64,3.0,15.0,12.0,27.0,4.36,118.0,9
49,Tokyo,Toray Pan Pacific Open,2017-09-19,Premier,Outdoor,Hard,1st Round,3,Puig M.,Hsieh S.W.,70.0,98.0,825.0,627.0,2.0,6.0,6.0,1.0,6.0,1.0,2.0,1.0,Completed,1.57,2.25,0.0,0.0,28.0,0.6799999999999999,3.0,14.0,8.0,22.0,3.82,168.0,9
49,Tokyo,Toray Pan Pacific Open,2017-09-19,Premier,Outdoor,Hard,1st Round,3,Linette M.,Gavrilova D.,74.0,21.0,800.0,2135.0,2.0,6.0,6.0,0.0,7.0,6.0,2.0,1.0,Completed,3.4,1.3,1.0,1.0,53.0,2.1,3.0,15.0,12.0,27.0,4.7,95.0,9
49,Tokyo,Toray Pan Pacific Open,2017-09-20,Premier,Outdoor,Hard,2nd Round,3,Muguruza G.,Puig M.,1.0,70.0,6030.0,825.0,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,1.16,5.0,0.0,0.0,69.0,3.84,2.0,12.0,4.0,16.0,6.16,71.0,9
49,Tokyo,Toray Pan Pacific Open,2017-09-21,Premier,Outdoor,Hard,2nd Round,3,Garcia C.,Nara K.,20.0,114.0,2135.0,550.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.36,3.0,0.0,0.0,94.0,1.64,2.0,12.0,4.0,16.0,4.36,134.0,9
49,Tokyo,Toray Pan Pacific Open,2017-09-21,Premier,Outdoor,Hard,2nd Round,3,Strycova B.,Konta J.,25.0,7.0,1785.0,4520.0,7.0,5.0,7.0,6.0,,,2.0,0.0,Completed,3.25,1.33,1.0,1.0,18.0,1.92,2.0,14.0,11.0,25.0,4.58,32.0,9
49,Tokyo,Toray Pan Pacific Open,2017-09-21,Premier,Outdoor,Hard,2nd Round,3,Wozniacki C.,Rogers S.,6.0,59.0,4640.0,1003.0,4.0,6.0,6.0,1.0,6.0,4.0,2.0,1.0,Completed,1.16,5.0,0.0,0.0,53.0,3.84,3.0,16.0,11.0,27.0,6.16,65.0,9
49,Tokyo,Toray Pan Pacific Open,2017-09-21,Premier,Outdoor,Hard,2nd Round,3,Cibulkova D.,Siniakova K.,9.0,50.0,3770.0,1125.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.33,3.25,0.0,0.0,41.0,1.92,2.0,12.0,4.0,16.0,4.58,59.0,9
49,Tokyo,Toray Pan Pacific Open,2017-09-22,Premier,Outdoor,Hard,Quarterfinals,3,Kerber A.,Pliskova Ka.,14.0,4.0,3156.0,5520.0,7.0,6.0,7.0,5.0,,,2.0,0.0,Completed,2.62,1.5,1.0,1.0,10.0,1.12,2.0,14.0,11.0,25.0,4.12,18.0,9
49,Tokyo,Toray Pan Pacific Open,2017-09-22,Premier,Outdoor,Hard,Quarterfinals,3,Muguruza G.,Garcia C.,1.0,20.0,6030.0,2135.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.25,4.0,0.0,0.0,19.0,2.75,2.0,12.0,6.0,18.0,5.25,21.0,9
49,Tokyo,Toray Pan Pacific Open,2017-09-23,Premier,Outdoor,Hard,Semifinals,3,Pavlyuchenkova A.,Kerber A.,23.0,14.0,1945.0,3156.0,6.0,0.0,6.0,7.0,6.0,4.0,2.0,1.0,Completed,2.5,1.53,1.0,1.0,9.0,0.97,3.0,18.0,11.0,29.0,4.03,37.0,9
49,Tokyo,Toray Pan Pacific Open,2017-09-23,Premier,Outdoor,Hard,Semifinals,3,Wozniacki C.,Muguruza G.,6.0,1.0,4640.0,6030.0,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,3.0,1.4,1.0,1.0,5.0,1.6,2.0,12.0,2.0,14.0,4.4,7.0,9
49,Tokyo,Toray Pan Pacific Open,2017-09-24,Premier,Outdoor,Hard,The Final,3,Wozniacki C.,Pavlyuchenkova A.,6.0,23.0,4640.0,1945.0,6.0,0.0,7.0,5.0,,,2.0,0.0,Completed,1.4,3.0,0.0,0.0,17.0,1.6,2.0,13.0,5.0,18.0,4.4,29.0,9
50,Tashkent,Tashkent Open,2017-09-25,International,Outdoor,Hard,1st Round,3,Parmentier P.,Ozaki R.,100.0,91.0,631.0,688.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.57,2.25,1.0,0.0,9.0,0.6799999999999999,2.0,12.0,6.0,18.0,3.82,191.0,9
50,Tashkent,Tashkent Open,2017-09-25,International,Outdoor,Hard,1st Round,3,Voegele S.,Sharipova S.,196.0,173.0,282.0,336.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,2.0,1.72,1.0,1.0,23.0,0.28,2.0,12.0,4.0,16.0,3.72,369.0,9
50,Tashkent,Tashkent Open,2017-09-25,International,Outdoor,Hard,1st Round,3,Allertova D.,Fett J.,90.0,101.0,690.0,623.0,6.0,2.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,2.1,1.66,0.0,1.0,11.0,0.4400000000000001,3.0,15.0,11.0,26.0,3.76,191.0,9
50,Tashkent,Tashkent Open,2017-09-26,International,Outdoor,Hard,1st Round,3,Maria T.,Diatchenko V.,53.0,201.0,1094.0,268.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.4,2.75,0.0,0.0,148.0,1.35,2.0,12.0,4.0,16.0,4.15,254.0,9
50,Tashkent,Tashkent Open,2017-09-26,International,Outdoor,Hard,1st Round,3,Hibino N.,Khromacheva I.,68.0,158.0,834.0,362.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.57,2.25,0.0,0.0,90.0,0.6799999999999999,2.0,12.0,5.0,17.0,3.82,226.0,9
50,Tashkent,Tashkent Open,2017-09-27,International,Outdoor,Hard,2nd Round,3,Zvonareva V.,Parmentier P.,308.0,100.0,151.0,631.0,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,1.66,2.1,1.0,0.0,208.0,0.4400000000000001,2.0,12.0,2.0,14.0,3.76,408.0,9
50,Tashkent,Tashkent Open,2017-09-27,International,Outdoor,Hard,2nd Round,3,Kozlova K.,Alexandrova E.,71.0,69.0,798.0,813.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.57,2.25,1.0,0.0,2.0,0.6799999999999999,2.0,12.0,5.0,17.0,3.82,140.0,9
50,Tashkent,Tashkent Open,2017-09-27,International,Outdoor,Hard,2nd Round,3,Bondarenko K.,Hibino N.,133.0,68.0,443.0,834.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.66,2.1,1.0,0.0,65.0,0.4400000000000001,2.0,13.0,9.0,22.0,3.76,201.0,9
50,Tashkent,Tashkent Open,2017-09-29,International,Outdoor,Hard,Quarterfinals,3,Zvonareva V.,Krunic A.,308.0,56.0,151.0,1049.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,2.5,1.5,1.0,1.0,252.0,1.0,2.0,12.0,7.0,19.0,4.0,364.0,9
50,Tashkent,Tashkent Open,2017-09-30,International,Outdoor,Hard,The Final,3,Bondarenko K.,Babos T.,133.0,52.0,443.0,1095.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,3.0,1.4,1.0,1.0,81.0,1.6,2.0,12.0,8.0,20.0,4.4,185.0,9
51,Wuhan,Wuhan Open,2017-09-24,Premier,Outdoor,Hard,1st Round,3,Sakkari M.,Putintseva Y.,80.0,48.0,769.0,1145.0,1.0,6.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,1.83,1.83,1.0,0.5,32.0,0.0,3.0,13.0,12.0,25.0,3.66,128.0,9
51,Wuhan,Wuhan Open,2017-09-24,Premier,Outdoor,Hard,1st Round,3,Siniakova K.,Mladenovic K.,47.0,15.0,1150.0,3095.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.5,2.5,1.0,0.0,32.0,1.0,2.0,12.0,5.0,17.0,4.0,62.0,9
51,Wuhan,Wuhan Open,2017-09-24,Premier,Outdoor,Hard,1st Round,3,Makarova E.,Sevastova A.,35.0,18.0,1475.0,2295.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.72,2.0,1.0,0.0,17.0,0.28,2.0,12.0,6.0,18.0,3.72,53.0,9
51,Wuhan,Wuhan Open,2017-09-25,Premier,Outdoor,Hard,1st Round,3,Wang Q.,Stephens S.,55.0,17.0,1065.0,2711.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,2.75,1.4,1.0,1.0,38.0,1.35,2.0,12.0,4.0,16.0,4.15,72.0,9
51,Wuhan,Wuhan Open,2017-09-25,Premier,Outdoor,Hard,1st Round,3,Davis L.,Petkovic A.,43.0,107.0,1219.0,595.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,2.37,1.53,0.0,1.0,64.0,0.8400000000000001,2.0,12.0,5.0,17.0,3.9,150.0,9
51,Wuhan,Wuhan Open,2017-09-25,Premier,Outdoor,Hard,1st Round,3,Strycova B.,Jabeur O.,25.0,88.0,1825.0,706.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.4,2.75,0.0,0.0,63.0,1.35,2.0,12.0,4.0,16.0,4.15,113.0,9
51,Wuhan,Wuhan Open,2017-09-25,Premier,Outdoor,Hard,2nd Round,3,Barty A.,Konta J.,37.0,7.0,1450.0,4520.0,6.0,0.0,4.0,6.0,7.0,6.0,2.0,1.0,Completed,2.25,1.57,1.0,1.0,30.0,0.6799999999999999,3.0,17.0,12.0,29.0,3.82,44.0,9
51,Wuhan,Wuhan Open,2017-09-26,Premier,Outdoor,Hard,2nd Round,3,Pliskova Ka.,Zhang S.,4.0,26.0,5520.0,1805.0,6.0,4.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,1.33,3.25,0.0,0.0,22.0,1.92,3.0,15.0,14.0,29.0,4.58,30.0,9
51,Wuhan,Wuhan Open,2017-09-26,Premier,Outdoor,Hard,2nd Round,3,Lepchenko V.,Bertens K.,76.0,30.0,780.0,1670.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.72,2.0,1.0,0.0,46.0,0.28,2.0,12.0,8.0,20.0,3.72,106.0,9
51,Wuhan,Wuhan Open,2017-09-26,Premier,Outdoor,Hard,2nd Round,3,Cibulkova D.,Teichmann J.B.,9.0,170.0,3810.0,340.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.12,6.0,0.0,0.0,161.0,4.88,2.0,12.0,4.0,16.0,7.12,179.0,9
51,Wuhan,Wuhan Open,2017-09-26,Premier,Outdoor,Hard,2nd Round,3,Sakkari M.,Wozniacki C.,80.0,6.0,769.0,4640.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,6.0,1.12,1.0,1.0,74.0,4.88,2.0,13.0,8.0,21.0,7.12,86.0,9
51,Wuhan,Wuhan Open,2017-09-27,Premier,Outdoor,Hard,3rd Round,3,Makarova E.,Kasatkina D.,35.0,31.0,1475.0,1625.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.83,1.83,1.0,0.5,4.0,0.0,2.0,12.0,8.0,20.0,3.66,66.0,9
51,Wuhan,Wuhan Open,2017-09-27,Premier,Outdoor,Hard,3rd Round,3,Pliskova Ka.,Wang Q.,4.0,55.0,5520.0,1065.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.36,3.0,0.0,0.0,51.0,1.64,2.0,12.0,3.0,15.0,4.36,59.0,9
51,Wuhan,Wuhan Open,2017-09-27,Premier,Outdoor,Hard,3rd Round,3,Muguruza G.,Linette M.,1.0,83.0,6115.0,755.0,6.0,2.0,1.0,6.0,6.0,4.0,2.0,1.0,Completed,1.12,5.5,0.0,0.0,82.0,4.38,3.0,13.0,12.0,25.0,6.62,84.0,9
51,Wuhan,Wuhan Open,2017-09-28,Premier,Outdoor,Hard,Quarterfinals,3,Sakkari M.,Cornet A.,80.0,42.0,769.0,1247.0,7.0,6.0,7.0,5.0,,,2.0,0.0,Completed,2.1,1.66,1.0,1.0,38.0,0.4400000000000001,2.0,14.0,11.0,25.0,3.76,122.0,9
51,Wuhan,Wuhan Open,2017-09-28,Premier,Outdoor,Hard,Quarterfinals,3,Ostapenko J.,Muguruza G.,10.0,1.0,3781.0,6115.0,1.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,2.75,1.4,1.0,1.0,9.0,1.35,3.0,13.0,11.0,24.0,4.15,11.0,9
51,Wuhan,Wuhan Open,2017-09-29,Premier,Outdoor,Hard,Semifinals,3,Barty A.,Ostapenko J.,37.0,10.0,1450.0,3781.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.72,2.1,1.0,0.0,27.0,0.3800000000000001,2.0,12.0,3.0,15.0,3.82,47.0,9
52,Beijing,China Open,2017-09-30,Premier,Outdoor,Hard,1st Round,3,Pavlyuchenkova A.,Davis L.,21.0,41.0,2190.0,1278.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.3,3.4,0.0,0.0,20.0,2.1,2.0,12.0,2.0,14.0,4.7,62.0,9
52,Beijing,China Open,2017-09-30,Premier,Outdoor,Hard,1st Round,3,Duan Y.Y.,Mladenovic K.,99.0,14.0,628.0,3090.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,2.1,1.66,1.0,1.0,85.0,0.4400000000000001,2.0,13.0,9.0,22.0,3.76,113.0,9
52,Beijing,China Open,2017-10-01,Premier,Outdoor,Hard,1st Round,3,Rybarikova M.,Bouchard E.,28.0,79.0,1709.0,750.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.4,2.75,0.0,0.0,51.0,1.35,2.0,12.0,7.0,19.0,4.15,107.0,10
52,Beijing,China Open,2017-10-01,Premier,Outdoor,Hard,1st Round,3,Stosur S.,Siniakova K.,45.0,49.0,1176.0,1120.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,2.37,1.53,0.0,1.0,4.0,0.8400000000000001,2.0,12.0,5.0,17.0,3.9,94.0,10
52,Beijing,China Open,2017-10-01,Premier,Outdoor,Hard,1st Round,3,Wozniacki C.,Wang Q.,6.0,52.0,4640.0,1115.0,6.0,1.0,6.0,7.0,6.0,1.0,2.0,1.0,Completed,1.3,3.4,0.0,0.0,46.0,2.1,3.0,18.0,9.0,27.0,4.7,58.0,10
52,Beijing,China Open,2017-10-01,Premier,Outdoor,Hard,1st Round,3,Makarova E.,Brady J.,33.0,69.0,1605.0,865.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.22,4.0,0.0,0.0,36.0,2.78,2.0,12.0,6.0,18.0,5.22,102.0,10
52,Beijing,China Open,2017-10-01,Premier,Outdoor,Hard,1st Round,3,Petkovic A.,Bertens K.,107.0,30.0,595.0,1670.0,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,1.72,2.0,1.0,0.0,77.0,0.28,2.0,12.0,4.0,16.0,3.72,137.0,10
52,Beijing,China Open,2017-10-01,Premier,Outdoor,Hard,1st Round,3,Arruabarrena L.,Kuznetsova S.,90.0,9.0,685.0,4115.0,6.0,7.0,7.0,5.0,6.0,1.0,2.0,1.0,Completed,2.75,1.4,1.0,1.0,81.0,1.35,3.0,19.0,13.0,32.0,4.15,99.0,10
52,Beijing,China Open,2017-10-01,Premier,Outdoor,Hard,1st Round,3,Svitolina E.,Zhu L.,3.0,118.0,5640.0,532.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.07,9.0,0.0,0.0,115.0,7.93,2.0,12.0,5.0,17.0,10.07,121.0,10
52,Beijing,China Open,2017-10-02,Premier,Outdoor,Hard,1st Round,3,Vandeweghe C.,Vekic D.,16.0,46.0,2764.0,1175.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.36,3.0,0.0,0.0,30.0,1.64,2.0,12.0,4.0,16.0,4.36,62.0,10
52,Beijing,China Open,2017-10-02,Premier,Outdoor,Hard,1st Round,3,Lepchenko V.,Tsurenko L.,67.0,51.0,890.0,1116.0,5.0,7.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,1.72,2.0,1.0,0.0,16.0,0.28,3.0,17.0,13.0,30.0,3.72,118.0,10
52,Beijing,China Open,2017-10-02,Premier,Outdoor,Hard,1st Round,3,Mertens E.,Cibulkova D.,38.0,10.0,1373.0,3330.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,3.0,1.36,1.0,1.0,28.0,1.64,2.0,13.0,7.0,20.0,4.36,48.0,10
52,Beijing,China Open,2017-10-02,Premier,Outdoor,Hard,2nd Round,3,Wozniacki C.,Pavlyuchenkova A.,6.0,21.0,4640.0,2190.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.33,3.25,0.0,0.0,15.0,1.92,2.0,12.0,4.0,16.0,4.58,27.0,10
52,Beijing,China Open,2017-10-03,Premier,Outdoor,Hard,2nd Round,3,Pliskova Ka.,Petkovic A.,4.0,107.0,5605.0,595.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.16,5.0,0.0,0.0,103.0,3.84,2.0,12.0,8.0,20.0,6.16,111.0,10
52,Beijing,China Open,2017-10-03,Premier,Outdoor,Hard,2nd Round,3,Radwanska A.,Zhang S.,11.0,26.0,3250.0,1805.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,1.66,2.1,0.0,0.0,15.0,0.4400000000000001,2.0,14.0,10.0,24.0,3.76,37.0,10
52,Beijing,China Open,2017-10-04,Premier,Outdoor,Hard,3rd Round,3,Halep S.,Sharapova M.,2.0,104.0,5645.0,605.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,2.0,1.72,0.0,1.0,102.0,0.28,2.0,12.0,4.0,16.0,3.72,106.0,10
52,Beijing,China Open,2017-10-04,Premier,Outdoor,Hard,3rd Round,3,Kasatkina D.,Radwanska A.,34.0,11.0,1595.0,3250.0,4.0,6.0,7.0,5.0,6.0,2.0,2.0,1.0,Completed,2.25,1.57,1.0,1.0,23.0,0.6799999999999999,3.0,17.0,13.0,30.0,3.82,45.0,10
52,Beijing,China Open,2017-10-05,Premier,Outdoor,Hard,3rd Round,3,Strycova B.,Gavrilova D.,29.0,22.0,1695.0,2135.0,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,1.83,1.83,1.0,0.5,7.0,0.0,2.0,12.0,4.0,16.0,3.66,51.0,10
52,Beijing,China Open,2017-10-06,Premier,Outdoor,Hard,Quarterfinals,3,Ostapenko J.,Cirstea S.,8.0,44.0,4130.0,1225.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.44,2.75,0.0,0.0,36.0,1.31,2.0,12.0,8.0,20.0,4.19,52.0,10
52,Beijing,China Open,2017-10-06,Premier,Outdoor,Hard,Quarterfinals,3,Kvitova P.,Strycova B.,18.0,29.0,2357.0,1695.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.36,3.25,0.0,0.0,11.0,1.89,2.0,12.0,7.0,19.0,4.61,47.0,10
52,Beijing,China Open,2017-10-06,Premier,Outdoor,Hard,Quarterfinals,3,Garcia C.,Svitolina E.,15.0,3.0,2980.0,5640.0,6.0,7.0,7.0,5.0,7.0,6.0,2.0,1.0,Completed,2.75,1.44,1.0,1.0,12.0,1.31,3.0,20.0,18.0,38.0,4.19,18.0,10
52,Beijing,China Open,2017-10-07,Premier,Outdoor,Hard,Semifinals,3,Garcia C.,Kvitova P.,15.0,18.0,2980.0,2357.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,3.25,1.36,0.0,1.0,3.0,1.89,2.0,13.0,8.0,21.0,4.61,33.0,10
53,Hong Kong,Prudential Hong Kong Tennis Open,2017-10-09,International,Outdoor,Hard,1st Round,3,Rogers S.,Jang S.J.,55.0,153.0,1038.0,363.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.14,5.5,0.0,0.0,98.0,4.36,2.0,12.0,8.0,20.0,6.64,208.0,10
53,Hong Kong,Prudential Hong Kong Tennis Open,2017-10-09,International,Outdoor,Hard,1st Round,3,Zhang S.,Nara K.,31.0,101.0,1655.0,615.0,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.25,3.75,0.0,0.0,70.0,2.5,2.0,12.0,0.0,12.0,5.0,132.0,10
